Identificacao;Data_remocao;Situacao;Descricao;Cidade;Distrito;Regiao;Fonte;Mapeamento_anterior;Justificativa;Observacao;Tipologia;Propriedade;Proprietario;Familias_ameacadas;Familias_removidas;Movimento;Zoneamento;Inicio_ocupacao;Endereco;Latitude;Longitude;Links;;;;;;;;;;;;;
JARDIM MARTINI;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CIDADE ADEMAR;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;267;;;ZEIS-1 | ZC | ZM | AC-1;1972;Rua Estanislau Moniusko;-23.6751083018816;-46.665178414886;;;;;;;;;;;;;;
JARDIM MINEIRO;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;JARDIM ANGELA;SUL 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PRIVADA;;600;;;ZEIS-4;2017;Estrada do M’Boi Mirim, 565, M'Boi Mirim, Sao Paulo, SP, Brasil;-23.6928491;-46.7785537;;;;;;;;;;;;;;
JARDIM MITSUTANI;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;349;;;ZEIS-1 | ZEUP;1980;Rua Vitoriano de Oliveira;-23.6472786211378;-46.7804977516766;;;;;;;;;;;;;;
JARDIM MONTE ALEGRE I;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;PIRITUBA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;16;;;ZEIS-1;1957;Rua Benone Cardoso / Rua Jurubim;-23.4820595703269;-46.7550001792583;;;;;;;;;;;;;;
JARDIM NAKAMURA I;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM ANGELA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;48;;;ZEIS-1 | ZEIS-4 | ZMa;1981;R MIGUEL DIONISIO VALLE;-23.6953939989636;-46.7771168524779;;;;;;;;;;;;;;
JARDIM NAZARE I;;AMEACA DE REMOCAO;A favela, que existe desde 1960 e conta, atualmente, com 20 familias, sofre ameaca de remocao por fazer parte do perimetro de intervencao do Projeto Renova SP. A favela consta no Habisp, porem sem empreendimento previsto para reassentamento das familias.;SAO PAULO;VILA CURUCA;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;20;;;;;;-23.51549939806871;-46.40299325281745;;;;;;;;;;;;;;
JARDIM NELIA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;ITAIM PAULISTA;LESTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;85;;;ZEIS-1;1989;Avenida Anastacio de Trancoso / Rua Pedro de La Guardia;-23.5083042782842;-46.3844482117409;;;;;;;;;;;;;;
JARDIM NORONHA I, II E III;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;GRAJAU;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;32;;;ZEIS-1 | ZEPAM | ZEIS-4 | ZPDS;1976;Rua Pascoal Ruiz;-23.7729435662627;-46.6748645767981;;;;;;;;;;;;;;
JARDIM NOSSA SENHORA APARECIDA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;PIRITUBA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;13;;;ZEIS-1;;Rua Laranjeiras do Sul / Rua Portuaria;-23.4591384193901;-46.7173375567403;;;;;;;;;;;;;;
JARDIM NOVA ROBRU;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;VILA CURUCA;LESTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;131;;;ZEIS-1 | ZM | ZC;1976;Rua Anisio da Silveira Machado / Rua Fernando Figueiredo Lins;-23.5188970714212;-46.4163334706027;;;;;;;;;;;;;;
JARDIM NOVO SANTO AMARO II;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;13;;;ZEIS-1 | ZEU;1973;Rua Antonio Aranha;-23.6675123183771;-46.736672096108;;;;;;;;;;;;;;
JARDIM PANORAMA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;MORUMBI;OESTE;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;58;;;ZEIS-3 | ZM;1957;Rua Armando Petrella;-23.6027598587549;-46.6993953214657;;;;;;;;;;;;;;
JARDIM PANORAMA/MORUMBI PARK;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;MORUMBI;OESTE;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PUBLICA;;140;;;;2010;Avenida Magalhaes Couto, Butanta, Sao Paulo, SP, Brasil;-23.60075;-46.70129;;;;;;;;;;;;;;
JARDIM PAULISTANO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;BRASILANDIA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;156;;;ZEIS-1;;Rua 18, Rua 8, Viela 1;-23.4567340085394;-46.7070696511562;;;;;;;;;;;;;;
JARDIM PERI NOVO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CACHOEIRINHA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;20;;;ZEIS-1;1972;Rua Santa Rita de Itueto / Rua Ministro Lins de Barros / Rua Santo Antonio do Pi;-23.4585804002962;-46.6667978769584;;;;;;;;;;;;;;
JARDIM PIRACUAMA III;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;8;;;ZEIS-1;2007;Rua Francisco Gonzaga;-23.6447470088928;-46.761640837979;;;;;;;;;;;;;;
JARDIM PLANALTO I, II E III;;AMEACA DE REMOCAO;A favela, que existe desde 1960 e conta, atualmente, com 1700 familias, sofre ameaca de remocao por fazer parte do perimetro de intervencao do Projeto Renova SP. A favela consta no Habisp, porem sem empreendimento previsto para reassentamento das familias;SAO PAULO;SAPOPEMBA;LESTE 1;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;1700;;;;;;-23.6065572;-46.51455150000004;;;;;;;;;;;;;;
JARDIM PRINCESA;;AMEACA DE REMOCAO;A favela, que conta, atualmente, com 40 familias e esta em area de ZEIS, sofre ameaca de remocao por fazer parte do perimetro de intervencao do Projeto Renova SP. A favela consta no Habisp, porem sem empreendimento previsto para reassentamento das familia;SAO PAULO;BRASILANDIA;NORTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;40;;;;;;-23.4549998;-46.69520410000001;;;;;;;;;;;;;;
JARDIM REBECA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;GRAJAU;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;24;;;ZEIS-1;1978;Viela 1 x Rua Pedro Petricevic;-23.7485513051496;-46.6959282006712;;;;;;;;;;;;;;
JARDIM REBOUCAS;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;504;;;ZEIS-1 | ZEIS-2;1976;Rua Diogo Martins;-23.6274893585891;-46.7521734259926;;;;;;;;;;;;;;
JARDIM RENI;;AMEACA DE REMOCAO;A favela, que existe desde 1970 e conta, atualmente, com 70 familias, sofre ameaca de remocao por fazer parte do perimetro de intervencao do Projeto Renova SP. A favela consta no Habisp, porem sem empreendimento previsto para reassentamento das familias.;SAO PAULO;ITAIM PAULISTA;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;70;;;;;;-23.52061934063829;-46.397710869311595;;;;;;;;;;;;;;
JARDIM REPUBLICA;;AMEACA DE REMOCAO;"Podendo ser considerada a Nova Pinheirinho, na divisa de Jacarei com Sao Jose. Os moradores comecaram a ocupar o terreno em janeiro de 2018 e a empresa proprietaria do terreno entrou com uma liminar que determinou reintegracao de posse. Na decisao do ultimo dia 9, a Justica concedeu um prazo de 15 dias para as familias sairem do local. Processo 1002071-28.2018.8.26.0292

";JACAREI;;INTERIOR;Clipping;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PRIVADA;;1000;;;;;Estr. Rio Comprido, 85 - Jacarei, SP;-23.307481;-45.909186;"<p style=""font-size: 13px; font-weight: normal; margin: 5px; color: #4A4A4A;"">     <a href=""http://www.ovale.com.br/_conteudo/2018/02/nossa_regiao/31877-terreno-invadido-por-300-familias-pode-se-tornar-novo-pinheirinho.html"" target=""_blank""style=""font-weight: bold; color: #1CAAD9;"">Clique aqui para ler mais</a>";;;;;;;;;;;;;
JARDIM RINCAO I;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARAGUA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;3;;;ZEIS-1 | ZEPAM;1968;Estrada de Taipas / Rua Oduvaldo Viana / Viela 13;-23.4360946012668;-46.7300718257386;;;;;;;;;;;;;;
JARDIM ROSANA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;14;;;ZEIS-1;1981;Rua Professora Maria Augusta de Moraes Neves;-23.6465151297664;-46.7745663247613;;;;;;;;;;;;;;
JARDIM SANTA JOSEFINA;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1960 corre ameaca de remocao de suas 525 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;525;;;;;;-23.663818472398283;-46.73250733068846;;;;;;;;;;;;;;
JARDIM SANTA TEREZINHA I;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CIDADE LIDER;LESTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;;;;ZEIS-1 | ZMa;1977;Rua Martinho de Alboim / Avenida dos Latinos / Avenida Gualtar / Rua Astolfo Mar;-23.5735421487378;-46.4963072865704;;;;;;;;;;;;;;
JARDIM SAO BENTO VELHO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CAPAO REDONDO;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;144;;;ZEIS-1;1972;Rua Candido Lusitano, rua Lusitano Soares;-23.6807672172214;-46.7861629250385;;;;;;;;;;;;;;
JARDIM SAO BERNARDO;;AMEACA DE REMOCAO;Projeto de urbanizacao em processo de licitacao - Complexo Santa Cristina;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;NAO;AREA DE RISCO;;TERRENO VAZIO;;;240;;;;;R. Prof. Felisberto de Carvalho / Av. da Constituicao / Av. Sao Bernardo do Campo;-23.7008711;-46.5130358;;;;;;;;;;;;;;
JARDIM SAO FRANCISCO;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1960 corre ameaca de remocao de suas 40 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;40;;;;;;-23.662159059741075;-46.736932608598295;;;;;;;;;;;;;;
JARDIM SAO FRANCISCO DE ASSIS;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1960 corre ameaca de remocao de suas 381 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;381;;;;;;-23.66230566832522;-46.7339574748687;;;;;;;;;;;;;;
JARDIM SAO JUDAS TADEU;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CIDADE DUTRA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;2;;;ZEIS-1 | ZPDS | ZMa;1969;Rua Alvaro Viana;-23.7187146353376;-46.6844980034215;;;;;;;;;;;;;;
JARDIM SAO LUIS II;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;41;;;ZEIS-1;1996;Rua Francisco Xavier de Sales;-23.6658855555529;-46.746746442913;;;;;;;;;;;;;;
JARDIM SAO MANOEL;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM ANGELA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;307;;;ZEIS-1;1971;Rua Fernao de Castanheda / Rua Pedro Roldan;-23.6841438131224;-46.7733700381314;;;;;;;;;;;;;;
JARDIM SAO MARTINHO;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1980 corre ameaca de remocao de suas 331 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;JARDIM HELENA;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;331;;;;;;-23.4829555;-46.4133564;;;;;;;;;;;;;;
JARDIM SAO NORBERTO;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;PARELHEIROS;SUL 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PRIVADA;;100;;Sociedade Amigos do Bairro  Jardim Sao Norberto;ZEPAM;2018;Rua Henrique Reimberg, Parelheiros, Sao Paulo, SP, Brasil;-23.8368913;-46.7122255;;;;;;;;;;;;;;
JARDIM SAO VICENTE;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CIDADE DUTRA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;81;;;ZEIS-1 | ZMa | ZPDS;1966;Rua Antonio da Silva x Rua Nova Delhi x Rua Nova Britania 44;-23.7204349544767;-46.685063210989;;;;;;;;;;;;;;
JARDIM SHANGRILA III;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARAGUA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;14;;;ZEIS-1;1984;Avenida Raimundo Pereira de Magalhaes / Rua Salvador de Albuquerque;-23.4259737798739;-46.7251720550518;;;;;;;;;;;;;;
JARDIM SOLANGE;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM ANGELA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;36;;;ZEIS-1 | ZEUPa | ZPDS;1974;Rua Tacuarembo;-23.7013800042688;-46.7806747842464;;;;;;;;;;;;;;
JARDIM TANCREDO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM ANGELA;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;11;;;ZEIS-1 | ZPDS | ZEPAM;1980;Rua Americo Turini;-23.7430401284218;-46.7826172189992;;;;;;;;;;;;;;
JARDIM UMUARAMA;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1970 corre ameaca de remocao de suas 486 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;486;;;;;;-23.647135355938644;-46.77116456375427;;;;;;;;;;;;;;
JARDIM VARGINHA II;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;GRAJAU;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;123;;;ZEIS-1;1979;Rua Erwin Fuhrman;-23.7842397520245;-46.6855149382658;;;;;;;;;;;;;;
JARDIM YARA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;TREMEMBE;NORTE 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;60;;;ZEIS-1 | ZCa;1966;Rua Irineo Varoni, 463;-23.4554410150686;-46.6066014187233;;;;;;;;;;;;;;
JD SAO L. MIRIM;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.651411;-46.733036;;;;;;;;;;;;;;
JD. ARARUAMA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.615642;-46.938513;;;;;;;;;;;;;;
JD. COTIA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.597161;-46.907683;;;;;;;;;;;;;;
JD. EMPIREO;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.611283;-46.935293;;;;;;;;;;;;;;
JD. LAURA;;AMEACA DE REMOCAO;Mandado de Demolicao no Tribunal de Justica de Sao Bernado, numero do processo (1003833-73,2017,8,26,0564);SAO BERNARDO DO CAMPO;;ABC;Denuncia via parceiros do Observatorio de Remocoes;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PUBLICA;PREFEITURA;700;;;;;R. Mil e Um, Alvarenga - Sao Bernardo do Campo;-23.7383696;-46.6102892;;;;;;;;;;;;;;
JD. LAVA-PES;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.611331;-46.947561;;;;;;;;;;;;;;
JD. LINA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.603365;-46.908324;;;;;;;;;;;;;;
JD. MIRIAM II E III;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1970 corre ameaca de remocao de suas 94 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;LAJEADO;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;94;;;;;;-23.523745;-46.389120700000035;;;;;;;;;;;;;;
JD. NARA LUCIA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.585087;-46.917107;;;;;;;;;;;;;;
JD. NOVA COIMBRA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.594515;-46.914870;;;;;;;;;;;;;;
JD. NOVA VIDA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.578669;-46.926856;;;;;;;;;;;;;;
JD. NSA. SRA. DAS GRACAS;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.649546;-46.955278;;;;;;;;;;;;;;
JD. PANORAMA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.626195;-46.938141;;;;;;;;;;;;;;
JD. REBELATO;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.598465;-46.821814;;;;;;;;;;;;;;
JD. SANDRA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.634595;-46.948688;;;;;;;;;;;;;;
JD. SANTA MARIA;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.587529;-46.817684;;;;;;;;;;;;;;
JD. SAO MIGUEL;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.632548;-46.938159;;;;;;;;;;;;;;
JD. SUAVE RECANTO;;AMEACA DE REMOCAO;Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao;COTIA;;RMSP;Dados oficiais - PLHIS COTIA, 2017. 'Areas mapeadas com diversos riscos de solapamento de margem, deslizamento e inundacao.';NAO;AREA DE RISCO;;;;;;;;;;;-23.596141;-46.823486;;;;;;;;;;;;;;
